,Municipio,Departamento,Entidad,País,Fundación,Erección,Superficie (km²),Altitud Media (m.s.n.m),Población Total (hab),Pobl. Urbana (hab),Densidad (hab/km²),Coordenadas,Clima,Gentilicio,Alcalde,Código Postal,Huso horario
696,Zapatoca,Santander,Municipio,Colombia,1743-10-13 00:00:00,,360.0,1720.0,8929.0,5673.0,24.34,6°48′54″N  73°16′06″O,,Zapatocas,Hernán Agredo Acevedo,684061,UTC  -5
697,Salento (Quindío),Quindío,Municipio,Colombia,1842-09-16 00:00:00,1908-09-11 00:00:00,377.67,2000.0,7100.0,3791.0,18.89,4°38′14″N  75°34′15″O,,"Salentino, -a",Beatriz Díaz Salazar,631020,UTC  -5
698,Uribe,Meta,Municipio,Colombia,1865-01-01 00:00:00,1921,7640.0,835.0,16155.0,3851.0,1.35,3°14′27″N  74°21′13″O,,Uribense,,505041,UTC  -5
699,Vigía del Fuerte,Antioquia,Municipio,Colombia,1915-10-01 00:00:00,1983-12-01 00:00:00,1801.0,18.0,9093.0,3102.0,5.11,6°35′22″N  76°53′59″O,,Vigieño,Félix Neftelio Santos Pestaña,56820,UTC  -5
700,Íquira,Huila,Municipio,Colombia,1694-01-14 00:00:00,1887,532.0,1400.0,12730.0,2377.0,,2°38′54″N  75°38′11″O,,"Iquireño, -a",Jadnolver Correa Tamayo,412060,UTC  -5
701,San José de Albán,Nariño,Municipio,Colombia,1573-06-15 00:00:00,1903-04-20 00:00:00,43.47,1971.0,22131.0,8065.0,535.52,1°28′26″N  77°04′51″O,,Albanita,Saulo Moreno,520557,UTC  -5
702,Pedraza,Magdalena,Municipio,Colombia,1790-01-25 00:00:00,1989-06-16 00:00:00,276.0,39.0,8066.0,2472.0,18.13,10°11′19″N  74°54′56″O,,"Pedracero, -a",Cesar Enrique Rodríguez Ospino,476040,UTC  -5
703,Sabanalarga,Antioquia,Municipio,Colombia,1615-05-16 00:00:00,1740,265.0,850.0,9540.0,2955.0,36.0,6°50′54″N  75°49′01″O,,Sabanalarguense,Morel Alonso Mazo Gutiérrez,855050,UTC  -5
704,Los Andes,Nariño,Municipio,Colombia,1845-01-01 00:00:00,1911-04-11 00:00:00,809.0,1588.0,19414.0,7662.0,,1°29′36″N  77°31′17″O,,Andense,Yonni Fernando Delgado Montenegro,526520,UTC  -5
705,Puerto Santander,Norte de Santander,Municipio,Colombia,1926-07-04 00:00:00,1994-04-01 00:00:00,42.0,60.0,10249.0,9514.0,244.02,8°21′49″N  72°24′27″O,,"Porteño, -a",María Virginia Torres,548030,UTC  -5
706,Piamonte,Cauca,Municipio,Colombia,1959-07-02 00:00:00,1996-11-18 00:00:00,1148.8,1500.0,7347.0,626.0,,1°06′57″N  76°19′34″O,,"Piamonense,",Manuel Agustín Cuellar Becerra,194550,UTC  -5
707,Campamento,Antioquia,Municipio,Colombia,1827,1835-04-23 00:00:00,200.0,1200.0,9203.0,2466.0,46.02,6°58′45″N  75°17′45″O,,"Campamenteño, -a",Juan Pablo Torres Piedrahíta,52020,UTC  -5
708,Paratebueno,Cundinamarca,Municipio,Colombia,1958,1982-07-04 00:00:00,883.0,256.0,8043.0,3504.0,,4°22′31″N  73°12′47″O,,Paratebonense,José Armando Cárdenas Achury,251401,UTC  -5
709,Cuaspud,Nariño,Municipio,Colombia,1600,1911,52.0,3025.0,8645.0,2344.0,,0°51′47″N  77°43′38″O,,"Carlosamita Cuaspudeño, -ña",Ernesto Javier Velasco Revelo,524560,UTC  -5
710,Villahermosa,Tolima,Municipio,Colombia,1863,1887-10-13 00:00:00,264.7,2079.0,10696.0,3690.0,56.89,5°01′48″N  75°07′01″O,,"Villahermosuno, -a",César Augusto Restrepo,731501,UTC  -5
711,San Bernardo,Nariño,Municipio,Colombia,1870,1992-11-26 00:00:00,70.0,2259.0,19201.0,4163.0,307.03,1°30′59″N  77°02′48″O,,"Sanbernardino, -a",Eugenia Coronel,521001,UTC  -5
712,Marmato,Caldas,Municipio,Colombia,1537-11-17 00:00:00,,41.0,1310.0,9096.0,1079.0,,5°28′31″N  75°35′57″O,,"Marmateño, -a",Carlos Yesid Castro,178001,UTC  -5
713,Tibaná,Boyacá,Municipio,Colombia,1537-10-12 00:00:00,,121.76,2115.0,9186.0,1601.0,0.75,5°19′02″N  73°23′49″O,,Tibanense,Gustavo Alexander García Parra,153260,UTC  -5
714,Nóvita,Chocó,Municipio,Colombia,1709-09-30 00:00:00,,1327.0,70.0,7957.0,3192.0,,4°57′22″N  76°36′22″O,,"Noviteño, -a",Leon Fabio Hurtado Mosquera,273050,UTC  -5
715,Miraflores,Boyacá,Municipio,Colombia,1777-12-29 00:00:00,1886,258.0,1432.0,13500.0,10100.0,,5°11′47″N  73°08′40″O,,"Mirafloreño, -a",Fredy Alexander Holguín Ruíz,952001,UTC  -5
716,El Guamo,Bolívar,Municipio,Colombia,1750-02-03 00:00:00,1838,390.0,73.0,7757.0,4359.0,,10°02′06″N  74°59′48″O,,"Guamero, -a",,733540,UTC  -5
717,San Bernardo,Cundinamarca,Municipio,Colombia,1908-05-03 00:00:00,1927,249.0,1600.0,10670.0,4123.0,42.85,4°10′44″N  74°25′20″O,,"Sanbernardino, -a",Jesús Hernando Avila,521001,UTC  -5
718,Mallama,Nariño,Municipio,Colombia,1646-01-01 00:00:00,1933,626.0,1809.0,7755.0,1231.0,,1°08′28″N  77°51′52″O,,Mallamense,Oscar Yovanni Bastidas Estrada,525060,UTC  -5
719,Agrado,Huila,Municipio,Colombia,1753-03-24 00:00:00,1837-04-05 00:00:00,192.1,907.0,9064.0,5308.0,,2°15′30″N  75°46′21″O,,"Agraduno, -a",Carlos Alberto Murcia,414040,UTC  -5
720,Toca,Boyacá,Municipio,Colombia,1555-01-07 00:00:00,1777-02-23 00:00:00,165.0,2810.0,10157.0,3629.0,61.56,5°33′53″N  73°11′04″O,,Tocano,Segundo Crisanto Ochoa Díaz,150260,UTC  -5
721,San Juan de Arama,Meta,Municipio,Colombia,1537-01-19 00:00:00,1966-11-17 00:00:00,1163.0,510.0,8837.0,3898.0,7.6,3°22′25″N  73°52′36″O,,"Sanjuanero, -a",Eduard Castellanos Betancourth,504041,UTC  -5
722,Bochalema,Norte de Santander,Municipio,Colombia,1759-02-06 00:00:00,,172.0,1051.0,6973.0,2525.0,40.54,7°36′41″N  72°38′50″O,,Bochalemero / Bochalemera.,Duglas Sepúlveda Contreras,543010,UTC  -5
723,Soatá,Boyacá,Municipio,Colombia,1545-12-10 00:00:00,1945-12-10 00:00:00,136.0,2045.0,7069.0,5237.0,53.35,6°19′58″N  72°41′02″O,,Soatense,Carlos Javier Gutierrez Sandoval,151001,UTC  -5
724,Apulo,Cundinamarca,Municipio,Colombia,1544-01-05 00:00:00,1949-12-29 00:00:00,122.0,420.0,7812.0,3151.0,64.03,4°31′15″N  74°35′55″O,,"Apuleño, -a",Maribel Rocío Hernández Vanegas,252650,UTC  -5
725,Pueblorrico,Antioquia,Municipio,Colombia,1866-10-03 00:00:00,1911,86.0,1800.0,8664.0,4450.0,,5°47′26″N  75°50′26″O,,"Pueblorriqueño, -a Pueblorriquense",Carlos Arturo Quintero Hurtado.,56440,UTC  -5
726,Colosó,Sucre,Municipio,Colombia,1770-11-09 00:00:00,1907-12-06 00:00:00,141.0,170.0,5838.0,3024.0,47.35,9°29′39″N  75°21′09″O,,"Colosoano, -a",Isaias Diaz Barrios,707030,UTC  -5
727,Alvarado,Tolima,Municipio,Colombia,1540,1904-06-22 00:00:00,311.15,439.0,8834.0,3379.0,28.52,4°34′02″N  74°57′12″O,,Alvaradense,Henry Herrera Viña  Centro Democrático Colombiano,730520,UTC  -5
728,Nunchía,Casanare,Municipio,Colombia,1655-12-07 00:00:00,1748,1149.2,398.0,15827.0,5112.0,,5°38′09″N  72°11′42″O,,"Nunchiano, -a",Norberto Martínez,851070,UTC  -5
729,Arroyohondo,Bolívar,Municipio,Colombia,1791-10-31 00:00:00,1997,162.0,30.0,9907.0,6635.0,61.15,10°14′58″N  75°01′10″O,,"Arroyohondero, -a",María Hernández luna,131560,UTC  -5
730,Guatapé,Antioquia,Municipio,Colombia,1811-06-01 00:00:00,1867,78.0,1925.0,8844.0,5950.0,,6°13′57″N  75°09′31″O,,Guatapense,Juan Sebastian Pérez Flórez,53840,UTC  -5
731,Cantagallo,Bolívar,Municipio,Colombia,1938-01-01 00:00:00,1994-12-16 00:00:00,869.0,59.0,9239.0,4368.0,,7°22′34″N  73°54′55″O,,Cantagallero,Ricardo Sarmiento,135060,UTC  -5
732,Tausa,Cundinamarca,Municipio,Colombia,1600-08-02 00:00:00,1774,204.0,3010.0,8801.0,1058.0,43.14,5°11′47″N  73°53′15″O,,"Tausano, -a",Óscar Olaya Rincón,250410,UTC  -5
733,El Dovio,Valle del Cauca,Municipio,Colombia,1936-01-01 00:00:00,1956-12-19 00:00:00,383.0,1434.0,8508.0,5057.0,,4°30′32″N  76°14′13″O,,Doviense,Miguel Guzman,761560,UTC  -5
734,Ancuya,Nariño,Municipio,Colombia,1534-11-10 00:00:00,,34.0,1400.0,7083.0,1601.0,208.32,1°15′48″N  77°30′54″O,,"Ancuyano, -a",Rocío Esmeralda Díaz Delgado,526001,UTC  -5
735,San Andrés,Santander,Municipio,Colombia,,,278.0,1777.0,8540.0,2621.0,36.46,6°48′46″N  72°50′53″O,,"Sanandreseño, -a",José Rosemberg Rojas Moreno,682001,UTC  -5
736,San Cristóbal,Bolívar,Municipio,Colombia,,,48.0,8.0,6669.0,5580.0,,10°23′33″N  75°03′47″O,,"Sancristobano, -a",Carlos Manuel Julio Morales,131520,UTC  -5
737,Puerto Concordia,Meta,Municipio,Colombia,1973,1989-12-01 00:00:00,1304.8,201.0,20897.0,10358.0,,2°37′24″N  72°45′33″O,,"Concordiano, -a",Arnaldo Ignacio Celedon Mercado,503041,UTC  -5
738,El Águila,Valle del Cauca,Municipio,Colombia,1899-01-01 00:00:00,1950-03-11 00:00:00,199.0,1800.0,11069.0,2689.0,55.62,4°54′29″N  76°02′32″O,,"Aguileño, -a",Andrés Fernando Herrera Duque,762001,UTC  -5
739,Gachetá,Cundinamarca,Municipio,Colombia,1593-04-02 00:00:00,,262.2,1745.0,11086.0,3689.0,42.29,4°48′59″N  73°38′10″O,,"Gachetuno, -a",Mónica Romero,251230,UTC  -5
740,San Juan de Rioseco,Cundinamarca,Municipio,Colombia,1801,,323.0,1303.0,9670.0,2919.0,81.95,4°50′55″N  74°37′14″O,,"Sanjuanero , -a",Camilo Andrés Mogollón Amazo,0,UTC  -5
741,Caicedo,Antioquia,Municipio,Colombia,1870,1908,221.0,1820.0,8297.0,1657.0,37.54,6°24′25″N  75°59′07″O,,"Caicedeño, -a",Miguel Alfonso Martinez Gaviria,56840,UTC  -5
742,Aratoca,Santander,Municipio,Colombia,1750-08-05 00:00:00,,169.8,1800.0,8229.0,2332.0,,6°41′44″N  73°01′03″O,,"Aratoqueño, -a",Mónica Avellaneda Galvis,682051,UTC  -5
743,Cucutilla,Norte de Santander,Municipio,Colombia,1780-12-11 00:00:00,1804-08-17 00:00:00,372.0,1277.0,7686.0,1224.0,20.66,7°32′25″N  72°46′21″O,,Cucutillense,Rosendo Ortega Silva,544520,UTC  -5
744,Tuta,Boyacá,Municipio,Colombia,1776-06-04 00:00:00,1816,165.0,2600.0,9673.0,2665.0,58.62,5°41′23″N  73°13′39″O,,Tutense,Wilblin Yesid Soto Monroy,150401,UTC  -5
745,La Pintada,Antioquia,Municipio,Colombia,1815,1997-03-17 00:00:00,55.0,600.0,8114.0,7060.0,147.53,5°44′31″N  75°36′19″O,,"Pintadeño, -a",Mary Luz Corrales,55060,UTC  -5
746,Río Quito (Paimadó),Chocó,Municipio,Colombia,1801,1999-04-26 00:00:00,700.0,125.0,8961.0,2584.0,12.8,5°28′58″N  76°44′23″O,,"Rioquiteño, -a",Herlin Antonio Mosquera Córdoba,272050,UTC  -5
747,Berruecos,Nariño,Municipio,Colombia,1859-11-25 00:00:00,,63.0,2170.0,7550.0,1116.0,,1°30′11″N  77°08′09″O,,"Berruequeño, -a",Álvaro Evelio Martínez Córdoba,0,UTC  -5
748,Prado,Tolima,Municipio,Colombia,1781-08-12 00:00:00,,448.0,321.0,10231.0,3942.0,22.84,3°44′56″N  74°55′41″O,,"Praduno, -a",Luis Ernesto Castañeda Sanchéz,734520,UTC  -5
749,Muzo,Boyacá,Municipio,Colombia,1559-02-20 00:00:00,,147.0,815.0,9040.0,5350.0,58.15,5°31′47″N  74°06′16″O,,"Muceño, -a",Neicer Albeiro Susa Sotelo,154880,UTC  -5
750,Cunday,Tolima,Municipio,Colombia,1794-02-28 00:00:00,1887,526.0,475.0,9719.0,2270.0,18.48,4°03′40″N  74°41′33″O,,Cundayense,Luis Gabriel Pérez Rivera,734040,UTC  -5
751,Puerres,Nariño,Municipio,Colombia,1825-05-19 00:00:00,1879,478.0,2817.0,8384.0,3040.0,,0°53′02″N  77°30′14″O,,"Puerreño, -a",Herney Albeiro Ortiz Quiroz,523540,UTC  -5
752,San Luis de Palenque,Casanare,Municipio,Colombia,1953-08-15 00:00:00,1954-07-29 00:00:00,3052.0,180.0,7765.0,2279.0,2.6,5°25′20″N  71°43′53″O,,"Sanluiseño, -a","Arnulfo Torres  
Eduardo Sandoval",853030,UTC  -5
753,Coello,Tolima,Municipio,Colombia,1627-07-05 00:00:00,1887-10-13 00:00:00,332.9,329.0,9740.0,1866.0,29.26,4°17′18″N  74°53′52″O,,"Coelluno, -a",Evelio Caro Canizales  2020-2023,733501,UTC  -5
754,Colón Génova,Nariño,Municipio,Colombia,1905-06-08 00:00:00,1921,82.0,1914.0,10127.0,1588.0,123.5,1°38′39″N  77°01′10″O,,"Colonés, -a",Segundo Teodoro Gil,632080,UTC  -5
755,Sotaquirá,Boyacá,Municipio,Colombia,1582,1852-12-20 00:00:00,288.6,2860.0,7709.0,716.0,26.71,5°45′54″N  73°14′53″O,,"Sotaquireño, -a",Henry Santiago Suta Toca,150420,UTC  -5
756,Peque,Antioquia,Municipio,Colombia,1868-01-03 00:00:00,1915,395.0,1200.0,8097.0,2296.0,,7°01′17″N  75°54′34″O,,"Pequeítas, Pequense",Froy Faber Hernandez Tuberquia,57010,UTC  -5
757,Baraya,Huila,Municipio,Colombia,1841-01-01 00:00:00,1885-09-28 00:00:00,737.0,730.0,9751.0,5202.0,,3°09′11″N  75°03′09″O,,"Barayuno, -a; Barayés",Milton Eduardo Pineda Morales,411060,UTC  -5
758,Cucunubá,Cundinamarca,Municipio,Colombia,1600-08-02 00:00:00,,112.0,2590.0,7479.0,1383.0,66.78,5°15′00″N  73°45′58″O,,Cucunubense,Jose Benito Martinez Pascagaza,250450,UTC  -5
759,Maceo,Antioquia,Municipio,Colombia,1897-10-04 00:00:00,1942,431.0,950.0,8221.0,3093.0,,6°33′12″N  74°47′14″O,,Maceíta,"Carlos Alberto Restrepo Gónzalez ""Plomo"".",53460,UTC  -5
760,El Carmen de Atrato,Chocó,Municipio,Colombia,1874-06-21 00:00:00,,1017.0,1700.0,13819.0,9621.0,13.81,5°53′54″N  76°08′35″O,,"Carmeleño, -a",Jaiberth Rios Oquendo,547070,UTC  -5
761,Medina,Cundinamarca,Municipio,Colombia,1620-02-02 00:00:00,1775-08-22 00:00:00,1915.0,576.0,10108.0,3879.0,,4°30′33″N  73°20′58″O,,"Medinense Medinero, -a",Darío Ernesto Piñeros Martá,251420,UTC  -5
762,Dolores,Tolima,Municipio,Colombia,1700-01-17 00:00:00,1864-01-01 00:00:00,672.0,1445.0,8205.0,3266.0,12.21,3°32′17″N  74°53′42″O,,"Doloreño, -a",Cesar Giovanny,734540,UTC  -5
763,Briceño,Antioquia,Municipio,Colombia,1886-01-01 00:00:00,1980-11-26 00:00:00,401.0,1200.0,8039.0,2552.0,20.05,7°06′38″N  75°33′04″O,,Briceñita,Wilmar Moreno Monsalve,154670,UTC  -5
764,Teruel,Huila,Municipio,Colombia,1656-09-23 00:00:00,1937,589.0,853.0,8838.0,4402.0,11.6,2°44′26″N  75°34′06″O,,Teruelense,Yelitza Fierro Laguna,412040,UTC  -5
765,Socha,Boyacá,Municipio,Colombia,1540-10-22 00:00:00,1870,151.0,2669.0,8143.0,3836.0,47.28,5°59′52″N  72°41′32″O,,"Sochano, -a",Zandra María Bernal Rincón,151640,UTC  -5
766,El Peñón,Bolívar,Municipio,Colombia,1737,1995-11-30 00:00:00,327.0,90.0,9484.0,3888.0,,8°59′18″N  73°56′58″O,,"Peñonero, -a",Luiz Antonio Venecia Capataz,685021,UTC  -5
767,raguira municipio,Boyacá,Municipio,Colombia,1580-10-18 00:00:00,,233.0,2150.0,13588.0,3425.0,58.32,5°32′20″N  73°37′48″O,,"Raquireño, -a",José Hernan Sierra Buitrago,0,UTC  -5
768,Puerto Parra,Santander,Municipio,Colombia,1826,1981-03-04 00:00:00,761.4,105.0,7548.0,3661.0,5.52,6°39′05″N  74°03′25″O,,Puertoparrences,Abelardo Perez Romero,686001,UTC  -5
769,Otanche,Boyacá,Municipio,Colombia,1960-11-17 00:00:00,,512.0,1050.0,10660.0,4173.0,,5°39′28″N  74°10′50″O,,Otachense,Evelio Puentes Rocha,155060,UTC  -5
770,La Playa de Belén,Norte de Santander,Municipio,Colombia,1862-12-04 00:00:00,1913-09-15 00:00:00,241.25,1450.0,8546.0,641.0,35.42,8°12′47″N  73°14′17″O,,"Playero, -a",Ider Álvarez,546530,UTC  -5
771,Barrancominas,Guainía,Municipio,Colombia,2019-12-01 00:00:00,,12914.0,111.0,7815.0,5085.0,,3°29′24″N  69°48′44″O,tropical,Barrancominenses,Cergio Gaitán Medina,0,UTC  -5
772,Villanueva,Santander,Municipio,Colombia,1948-03-01 00:00:00,1966,99.78,1450.0,5858.0,3608.0,113.4,6°40′19″N  73°10′29″O,,Villanuevas,José Alfredo Jiménez Barón,684021,UTC  -5
773,Carmen de Carupa,Cundinamarca,Municipio,Colombia,1808-07-20 00:00:00,1853-11-13 00:00:00,228.0,2600.0,9109.0,2374.0,39.95,5°21′01″N  73°54′05″O,,"Carupano, -a",Giovanni Murcia Leyva,250420,UTC  -5
774,Granada,Cundinamarca,Municipio,Colombia,1933-03-11 00:00:00,1995-08-10 00:00:00,61.4,2450.0,8685.0,2039.0,,4°31′07″N  74°21′05″O,,"Granadino, -a",JORGE ALBERTO SIERRA PADILLA,504001,UTC  -5
775,El Molino,La Guajira,Municipio,Colombia,1610,1989,190.0,240.0,8728.0,6017.0,48.01,10°39′11″N  72°55′32″O,,"Molinero, -a",Juan Pablo Vega Escobar,444050,UTC  -5
776,Yaguará,Huila,Municipio,Colombia,1773-09-16 00:00:00,,329.0,650.0,8952.0,7587.0,23.01,2°39′53″N  75°31′06″O,,"Yaguareño, -a",Juan Carlos Casallas Rivas,412080,UTC  -5
777,Chita,Boyacá,Municipio,Colombia,1727-03-28 00:00:00,,748.0,2964.0,9542.0,2023.0,12.76,6°11′16″N  72°28′21″O,,"Chitano, -a",José Miguel Velandia Alarcón,151601,UTC  -5
778,San Cayetano,Norte de Santander,Municipio,Colombia,1773-05-22 00:00:00,,144.0,235.0,5424.0,2092.0,37.67,7°52′38″N  72°37′29″O,,Sancayetanense.,Antonio Jose Marin Cardenas,545010,UTC  -5
779,Ubalá,Cundinamarca,Municipio,Colombia,1846-10-23 00:00:00,1904-02-15 00:00:00,505.0,1949.0,10718.0,1280.0,21.22,4°44′38″N  73°32′05″O,,Ubalense - Ubalenses,Crispín Beltrán Urrego,251260,UTC  -5
780,Arenal,Bolívar,Municipio,Colombia,1850,1996-05-16 00:00:00,534.0,65.0,18876.0,5173.0,35.35,8°27′32″N  73°56′29″O,,"Arenalero, -a",Eugenio Lobo Quiñones,134520,UTC  -5
781,Curillo,Caquetá,Municipio,Colombia,1950-06-27 00:00:00,1985-11-12 00:00:00,459.0,372.0,11683.0,6205.0,,1°01′59″N  75°55′10″O,,Curillence,Maria Edith Rivera Bermeo,186050,UTC  -5
782,Tona,Santander,Municipio,Colombia,1550-02-25 00:00:00,1832,342.0,1909.0,7085.0,558.0,21.17,7°12′07″N  72°57′59″O,,"Tonero, -a",Elkin Pérez Suárez,680541,UTC  -5
783,Santana,Boyacá,Municipio,Colombia,1806-06-14 00:00:00,,67.0,1550.0,7671.0,2348.0,114.81,6°03′26″N  73°28′52″O,,Santanero,Raúl Fernando Moreno Walteros,154440,UTC  -5
784,Gramalote,Norte de Santander,Municipio,Colombia,1857-11-27 00:00:00,1864-10-07 00:00:00,151.0,1040.0,5567.0,2748.0,36.87,7°53′17″N  72°47′48″O,,"Gramalotero, -a",Cristopher Vargas Riveros,545050,UTC  -5
785,Yalí,Antioquia,Municipio,Colombia,1888-02-22 00:00:00,,477.0,1250.0,7608.0,3587.0,15.95,6°40′36″N  74°50′28″O,,"Yaliseño, -a",Luis Norberto Piedrahíta Llano,53010,UTC  -5
786,Iles,Nariño,Municipio,Colombia,1711-01-01 00:00:00,,84.0,2985.0,8701.0,1940.0,103.58,0°58′14″N  77°31′15″O,,"Ileño, -a",Victor Alfonso Molina,523060,UTC  -5
787,Úmbita,Boyacá,Municipio,Colombia,1778-11-17 00:00:00,,148.17,2480.0,10314.0,1830.0,69.69,5°13′14″N  73°27′26″O,,"Umbitano, -a",Rafael Ernesto Ramírez Valero,153240,UTC  -5
788,Argelia de María,Antioquia,Municipio,Colombia,1891-03-10 00:00:00,1960-12-05 00:00:00,254.0,1750.0,7689.0,3412.0,30.27,5°43′55″N  75°08′31″O,,"Argelino, -a",Edwin Quintero López,761510,UTC  -5
789,Belén,Boyacá,Municipio,Colombia,1762-05-07 00:00:00,1735,283.6,2650.0,7400.0,3812.0,,5°59′22″N  72°54′44″O,,Belemita,Oscar Eduardo Boada Castro,521080,UTC  -5
790,La Tola,Nariño,Municipio,Colombia,1902-02-05 00:00:00,1988-11-16 00:00:00,459.0,20.0,19112.0,13781.0,,2°23′56″N  78°11′23″O,,"Toleño, -a",José Luis Rodríguez,527540,UTC  -5
791,Génova,Quindío,Municipio,Colombia,1903-10-12 00:00:00,1937,297.9,1850.0,7921.0,3989.0,26.59,4°12′24″N  75°47′26″O,,Genovés,Jorge Iván Osorio Velasquez,632080,UTC  -5
792,Imués,Nariño,Municipio,Colombia,1572,1849,86.0,2440.0,6236.0,587.0,,1°03′18″N  77°29′49″O,,"Imueseño, -a",,523020,UTC  -5
793,El Peñol,Nariño,Municipio,Colombia,1627,1998-12-07 00:00:00,184.0,2200.0,6500.0,1037.0,,1°27′13″N  77°26′23″O,,Peñolense,Diego Noguera,522080,UTC  -5
794,La Celia,Risaralda,Municipio,Colombia,1915-11-25 00:00:00,1959-11-30 00:00:00,102.0,1380.0,8598.0,3430.0,,5°00′07″N  76°00′14″O,,Celianés,John Jairo Soto Hurtado,662030,UTC  -5
795,El Castillo,Meta,Municipio,Colombia,1954-05-01 00:00:00,1976-02-19 00:00:00,693.0,530.0,6362.0,2061.0,,3°33′53″N  73°47′40″O,,Castillense,Wilmar Roa malagon,506041,UTC  -5
796,Hobo,Huila,Municipio,Colombia,1805-09-05 00:00:00,1851-09-23 00:00:00,192.0,594.0,6927.0,5337.0,,2°34′57″N  75°27′04″O,,"Obeño, -a",Juan Carlos Perdomo Rivas,413060,UTC  -5
797,Falan,Tolima,Municipio,Colombia,1749-09-03 00:00:00,1930-05-02 00:00:00,187.5,990.0,9218.0,1651.0,49.16,5°07′25″N  74°57′06″O,,Falanense,Lucero Castaño Castillo,732001,UTC  -5
798,Une,Cundinamarca,Municipio,Colombia,1538-02-22 00:00:00,1779-01-03 00:00:00,211.0,2376.0,9196.0,4566.0,39.47,4°24′07″N  74°01′30″O,,Unense,Fredy Alonso Cubillos Poveda,251810,UTC  -5
799,Aldana,Nariño,Municipio,Colombia,1728,1911,52.0,3013.0,6085.0,1424.0,117.02,0°52′56″N  77°42′02″O,,Aldanense,Oscar Javier Quitiaquez Quitiaques,524540,UTC  -5
800,Jenesano,Boyacá,Municipio,Colombia,1828-02-05 00:00:00,,59.0,2076.0,7640.0,1980.0,129.49,5°23′06″N  73°21′49″O,,Jenesanense,Nubia Jacqueline Caro Perez,153601,UTC  -5
801,Herrán,Norte de Santander,Municipio,Colombia,1860-11-06 00:00:00,1911-05-01 00:00:00,112.0,1995.0,4045.0,1034.0,,7°30′22″N  72°28′58″O,,Herranense,Hernando José Cely Mogollon,542010,UTC  -5
802,Santiago,Putumayo,Municipio,Colombia,1535,1989,791.2,2150.0,10428.0,4259.0,23.43,1°08′49″N  77°00′04″O,,"Santiagueño, -a",Herney Luna Pejendino,861060,UTC  -5
803,San Andrés de Cuerquia,Antioquia,Municipio,Colombia,1761,1853-06-13 00:00:00,177.0,1475.0,7235.0,2848.0,40.88,6°54′52″N  75°40′33″O,,"Cuerqueño, -a",Ana Carolina Carvajal Arroyave,682001,UTC  -5
804,Villavieja,Huila,Municipio,Colombia,1550-08-18 00:00:00,,578.0,430.0,7309.0,2462.0,0.01,3°13′08″N  75°13′06″O,,"Villaviejuno, -a",Álvaro Andrés Charry Perdomo,411020,UTC  -5
805,Contadero,Nariño,Municipio,Colombia,1869-10-01 00:00:00,1871-04-14 00:00:00,42.3,2475.0,6954.0,2331.0,,0°54′36″N  77°33′02″O,,"Contadereño, -a",Galo Chamorro Dávila,523080,UTC  -5
806,Sapuyes,Nariño,Municipio,Colombia,1536-09-24 00:00:00,1857-09-24 00:00:00,133.0,3179.0,6355.0,1425.0,53.86,1°02′13″N  77°37′17″O,,"Sapuyeño, -a ;",Luis Eduardo Estrada Oliva,525550,UTC  -5
807,Regidor,Bolívar,Municipio,Colombia,1602,1995-11-30 00:00:00,396.0,38.0,15500.0,5752.0,26.49,8°39′59″N  73°49′20″O,,"Regidolero, -a","Harold Quiñones Santodomingo, periodo 2020-2023",133560,UTC  -5
808,Herveo,Tolima,Municipio,Colombia,1870-10-17 00:00:00,,342.0,2250.0,8100.0,2063.0,23.68,5°04′50″N  75°10′32″O,,Hervense,Arbeis Rojas Rubio,731540,UTC  -5
809,Pauna,Boyacá,Municipio,Colombia,1776,1842,259.0,1215.0,10778.0,2625.0,,5°39′22″N  73°58′44″O,,Paunense,Henry Ivan Matallana Torres,154801,UTC  -5
810,Socotá,Boyacá,Municipio,Colombia,1602-01-19 00:00:00,,600.11,2413.0,9812.0,1095.0,0.02,6°02′27″N  72°38′11″O,,Socotense,William Eusebio Correa Duran,151620,UTC  -5
811,Anzá,Antioquia,Municipio,Colombia,1757-12-06 00:00:00,1813,256.0,645.0,7010.0,1258.0,27.38,6°18′13″N  75°51′15″O,,"Anzarino, -a",Andrés Felipe Holguín Múnera,56850,UTC  -5
